customer_uid,imsi
4223-BKEOR,343224455
4079-VTGLK,178333908
1763-WQFUK,219131259
1391-UBDAR,922178411
8894-JVDCV,720196890
2023-VQFDL,283803363
1345-GKDZZ,167120646
2014-MKGMH,490281021
5628-FCGYG,719444040
2560-WBWXF,247679403
0248-IPDFW,128123553
7978-DKUQH,411032176
4335-UPJSI,520304536
0524-IAVZO,918115585
2737-YNGYW,328710729
1784-EZDKJ,746730801
9297-FVVDH,632920990
8007-YYPWD,825345164
7101-HRBLJ,255895036
5159-YFPKQ,336734144
6635-CPNUN,290028896
4021-RQSNY,843775175
5453-YBTWV,438309397
5039-LZRQT,545560430
2931-VUVJN,941065739
9061-TIHDA,905228026
8699-ASUFO,533587839
6418-PIQSP,979277257
8220-OCUFY,881939451
3995-WFCSM,276340768
1895-QTKDO,346835480
2038-OEQZH,653050297
1178-PZGAB,647470998
7927-AUXBZ,579985646
2626-VEEWG,537529585
2878-RMWXY,441339351
1657-DYMBM,152392994
7311-MQJCH,678238654
7375-WMVMT,249042362
1136-XGEQU,380304096
2530-FMFXO,800473771
6844-DZKRF,186557601
4695-WJZUE,521581285
7619-ODSGN,951150831
5970-GHJAW,486201407
8879-XUAHX,189950710
3689-MOZGR,220437245
4195-PNGZS,670649621
5003-XZWWO,706531321
3988-RQIXO,953220047
7622-FWGEW,753972607
6922-NCEDI,210913641
2514-GINMM,214000585
9891-NQDBD,499661650
6131-IUNXN,852716047
8548-AWOFC,682228804
9798-DRYDS,671780035
8532-UEFWH,571521925
6296-DDOOR,821928389
7951-VRDVK,305734202
5931-FLJJF,695424067
4815-YOSUK,709801804
2659-VXMWZ,912262210
0380-NEAVX,734171562
3207-OYBWH,527395192
4285-GYRQC,856226147
7216-EWTRS,825517271
4365-MSDYN,606855434
7036-TYDEC,579725478
5802-ADBRC,858114145
8076-FEZKJ,753133046
5197-YPYBZ,549707211
8337-MSSXB,563490712
4312-GVYNH,764267182
8495-LJDFO,380801014
0839-JTCUD,545022057
5494-WOZRZ,534244323
1302-UHBDD,457668004
2234-EOFPT,265395921
8619-IJNDK,687802090
8378-LKJAF,827986961
8182-BJDSI,583791843
2528-HFYZX,666266999
1153-GNOLC,314350529
3298-QEICA,284961993
0788-DXBFY,519113181
3597-YASZG,384971220
3496-LFSZU,589877905
5242-UOWHD,724841176
2482-CZGBB,894353209
6479-SZPLM,517385116
8097-VBQTZ,606494962
4500-HKANN,140494653
9917-KWRBE,842691897
3420-ZDBMA,700436727
2212-LYASK,357814493
1393-IMKZG,768316057
8069-RHUXK,127480247
3398-GCPMU,378558099
2908-WGAXL,646121171
3378-AJRAO,201693651
1013-QCWAM,357737517
0866-QLSIR,965071847
6050-FFXES,210411501
7181-BQYBV,452260344
0362-RAOQO,855425367
9554-DFKIC,236620824
5527-ACHSO,437186939
0829-DDVLK,414040346
1399-UBQIU,637404538
1813-JLKWR,232180602
0336-PIKEI,600808482
7322-OCWHC,645573137
9537-VHDTA,870559263
4957-TIALW,230330431
2054-PJOCK,597866112
9150-HEPMB,727212366
9030-QGZNL,440890776
6204-IEUXJ,727153422
3126-WQMGH,484675128
4529-CKBCL,445560473
2506-CLAKW,595609891
7176-WRTNX,530512933
1583-IHQZE,725671352
5732-IKGQH,175440727
9239-GZHZE,264966345
7205-BAIAD,963893695
0151-ONTOV,598017461
4140-MUHUG,774983273
0093-EXYQL,970415474
8064-RAVOH,623932653
0219-QAERP,601950210
0320-JDNQG,760398186
7180-PISOG,558502345
9168-INPSZ,185789480
3571-RFHAR,398071533
0015-UOCOJ,653463662
5334-AFQJB,716239204
2754-SDJRD,715605883
9578-VRMNM,278411336
1587-FKLZB,347074984
6140-QNRQQ,208340605
8963-JLGJT,834063557
4307-KTUMW,596458494
1465-LNTLJ,274064988
5440-FLBQG,328937663
2135-DQWAQ,686900318
4056-QHXHZ,425089135
7470-MCQTK,635116241
7488-MXJIV,939984543
7401-JIXNM,122434956
9339-FIIJL,380270420
2027-FECZV,916922406
2672-DZUOY,653082901
4706-DGAHW,694208912
3870-MQAMG,169793480
6670-MFRPK,686443853
6177-PEVRA,720906362
4800-CZMPC,349965350
4813-HQMGZ,727131089
7579-KKLOE,145739086
7377-DMMRI,962477477
8402-EIVQS,974872356
4947-DSMXK,268070868
7245-NIIWQ,277001880
0002-ORFBO,582589142
3324-OIRTO,218471723
5414-OFQCB,980083070
4967-WPNCF,652324515
8552-OBVRU,658979945
8499-BRXTD,829468059
9154-QDGTH,918526545
8197-BFWVU,896363605
2577-GVSIL,645556601
9367-OIUXP,328234447
6770-UAYGJ,241660257
6463-HHXJR,381242066
7928-VJYAB,940116540
1187-WILMM,877343388
9776-OJUZI,755375466
1306-RPWXZ,519258138
8949-JTMAY,461547647
2774-LVQUS,867146037
3097-PYWXL,310488401
2266-SJNAT,131073195
0869-PAPRP,226151889
4238-JSSWH,528203110
2972-YDYUW,452183369
1104-FEJAM,258671199
2809-ILCYT,332014561
5499-ECUTN,728693032
4981-FLTMF,761493093
9121-PHQSR,210059985
3113-IWHLC,673691862
3211-ILJTT,565350084
4612-THJBS,547148734
4277-BWBML,823214910
4094-NSEDU,541128877
0234-TEVTT,241244743
4304-TSPVK,228827922
1552-AAGRX,435865326
2637-FKFSY,919883220
9796-MVYXX,306032227
7874-ECPQJ,817023085
0020-INWCK,873696372
7089-RKVSZ,867280305
2683-JXWQQ,577629113
9548-ZMVTX,767684254
8739-XNIKG,149284692
9755-JHNMN,725638260
3981-QSVQI,921109353
2789-HQBOU,440785849
9424-CMPOG,522947333
5067-WJEUN,926275464
3450-WXOAT,128547514
9251-WNSOD,416307740
6974-DAFLI,434927304
2616-UUTFK,940998775
7064-JHXCE,561682143
5103-MHMHY,376139570
7989-AWGEH,822544059
4373-VVHQL,293690485
4559-UWIHT,864809806
7268-IGMFD,721090305
1846-XWOQN,722585123
0235-KGSLC,597402648
6650-BWFRT,414982660
9570-KYEUA,866148351
6993-YGFJV,827828421
2712-SYWAY,752107639
0730-BGQGF,631574388
5498-IBWPI,603651209
9101-NTIXF,390739797
0013-SMEOE,644158311
9314-QDMDW,904785331
9308-ANMVE,851113310
2884-GBPFB,877875166
3757-NJYBX,932900152
3413-DHLPB,421966203
7649-PHJVR,653315526
6114-TCFID,786007911
3787-TRIAL,576745763
2573-GYRUU,275384507
5156-UMKOW,132119976
1247-QBVSH,182247663
6734-GMPVK,968821013
9822-OAOVB,637679004
6161-ERDGD,490233429
1226-JZNKR,638953008
7318-EIVKO,729695247
3771-PZOBW,788954933
5136-KCKGI,261249449
8231-BSWXX,295950471
6486-LHTMA,288946973
4083-BFNYK,378292742
3722-WPXTK,649725325
7389-KBFIT,137843347
7176-WIONM,734470309
5141-ZUVBH,152757560
1089-HDMKP,298653986
7623-HKYRK,230022351
0310-SUCIN,224858601
5197-PYEPU,503349302
2929-ERCFZ,760975969
7548-SEPYI,183679277
8835-VSDSE,871801193
6619-RPLQZ,919547642
3275-RHRNE,768756293
3503-TYDAY,794129274
6901-GOGZG,903152445
1623-NLDOT,926026424
7021-XSNYE,307266894
9621-OUPYD,904456061
9898-KZQDZ,946144711
8982-NHAVY,337837608
4307-KWMXE,483270085
0141-YEAYS,977256541
2450-ZKEED,919999855
3694-DELSO,423549099
3893-JRNFS,387710834
9603-OAIHC,724038375
1133-KXCGE,840345006
5236-PERKL,497239055
0142-GVYSN,451178352
1049-FYSYG,899362253
7854-FOKSF,817646295
2519-FAKOD,192210908
8406-LNMHF,456473287
1821-BUCWY,556356535
8263-JQAIK,663482205
0023-UYUPN,207120896
8314-DPQHL,714023546
1465-WCZVT,294079432
9481-SFCQY,450246860
6360-SVNWV,401428040
0567-GGCAC,874096429
7089-IVVAZ,229418393
8884-MRNSU,402191525
2171-UDMFD,826567710
9050-IKDZA,901522972
2205-YMZZJ,409536642
9802-CAQUT,612095279
1254-IZEYF,627390096
0187-WZNAB,922283483
9492-TOKRI,488976616
1475-VWVDO,880821505
9221-OTIVJ,797279992
1357-MVDOZ,403414521
7602-MVRMB,807782885
3325-FUYCG,905096214
5908-QMGOE,557388690
1197-BVMVG,707264073
5406-KGRMX,460780209
8481-YYXWG,961589207
5968-HYJRZ,904429454
5198-EFNBM,904532825
7516-GMHUV,748158001
7140-ADSMJ,722708447
2230-XTUWL,919594617
7706-YLMQA,926269136
2585-KTFRE,754249431
7994-UYIVZ,187938833
2609-IAICY,427770143
1740-CSDJP,644948834
7717-BICXI,239419606
6559-RAKOZ,524552453
2636-OHFMN,415729128
4716-MRVEN,365545058
2143-LJULT,930834530
1323-OOEPC,812676665
3200-MNQTF,633985989
6164-HXUGH,694629325
5630-IXDXV,320086583
0320-DWVTU,273081142
9135-MGVPY,481632825
1212-GLHMD,614217486
7878-JGDKK,353419426
1088-AUUZZ,606584420
0397-GZBBC,627673789
6614-YWYSC,950068065
9588-OZDMQ,548906245
7641-EUYET,943986399
6476-EPYZR,149927234
9921-ZVRHG,684379475
1174-FGIFN,525112608
6620-HVDUJ,236945316
4701-MLJPN,360280514
1032-MAELW,267907821
7641-TQFHN,910556926
1552-TKMXS,163034531
9206-GVPEQ,915845753
8622-ZLFKO,367543262
1596-BBVTG,449061357
6188-UXBBR,526209807
2333-KWEWW,384093370
5702-SKUOB,485155371
1134-YWTYF,740966165
6061-GWWAV,712334257
0679-TDGAK,552225997
6585-WCEWR,766079688
9067-YGSCA,212266254
9067-SQTNS,406325041
8433-WXGNA,977607066
1776-SPBWV,294644931
8735-SDUFN,507635147
9668-PUGNU,561556952
9405-GPBBG,639233013
1926-QUZNN,221589470
3707-GNWHM,686318177
7016-NVRIC,435783487
5829-NVSQN,640162127
9565-AXSMR,944476170
8922-LIEGH,390353285
8869-LIHMK,533688934
8245-UMPYT,358475712
5186-SAMNZ,445568406
0447-RXSGD,643238714
4927-WWOOZ,144395313
5788-YPOEG,279307826
5373-SFODM,661701921
0661-KBKPA,256710362
9081-WWXKP,516600570
0784-ZQJZX,376344199
3133-PZNSR,376542863
5766-ZJYBB,887633200
8931-GJJIQ,208049102
4277-PVRAN,762996721
0022-TCJCI,128976083
0722-SVSFK,206505138
3612-YVGSJ,522588838
9825-YCXWZ,607169532
5397-NSKQG,974567152
8565-HBFNN,869978739
2000-DHJUY,198394209
0203-HHYIJ,755600732
8670-ERCJH,578250786
7758-UJWYS,274888747
2050-ONYDQ,494201682
7055-JCGNI,717088238
0739-UUAJR,895261138
4826-DXMUP,664582355
0952-KMEEH,261498074
7285-KLOTR,187587221
0654-PQKDW,158107189
7175-NTIXE,940010108
7963-SHNDT,442581765
9796-BPKIW,461769359
0188-GWFLE,905664556
8129-GMVGI,558974823
2882-DDZPG,807754753
3547-LQRIK,921860013
9137-NOQKA,381367445
5843-TTHGI,959537744
1849-RJYIG,747896714
8868-GAGIO,266255528
4061-UKJWL,173785962
5380-XPJNZ,190513909
8263-QMNTJ,197863787
8178-EYZUO,613037566
3230-JCNZS,616347815
0277-ORXQS,564776214
5130-IEKQT,665437744
3230-WYKIR,323433712
7996-BPXHY,348392012
3227-WLKLI,794304143
0407-BDJKB,688300869
2266-FUBDZ,806791396
8237-ULIXL,852796551
9600-UDOPK,421711658
8216-AZUUZ,158950445
9153-BTBVV,953090674
4074-SJFFA,795475762
3269-ATYWD,640110357
5186-PEIZU,629086978
1074-AMIOH,846112481
4910-GMJOT,125633428
0354-WYROK,230763573
4361-FEBGN,718844745
7748-UMTRK,536518208
0380-ZCSBI,161047537
7145-FEJWU,636250209
6463-MVYRY,710479204
3969-JQABI,190524040
9624-EGDEQ,394016266
1051-EQPZR,172357809
5849-ASHZJ,136293847
5780-INQIK,828976153
7576-OYWBN,201365052
4526-ZJJTM,409015110
8384-FZBJK,339493693
3750-RNQKR,315326857
0962-CQPWQ,282840158
3096-YXENJ,651709264
1265-BCFEO,333041843
5837-LXSDN,196775558
5945-AZYHT,136962791
8325-QRPZR,904205282
6384-VMJHP,861057426
2262-SLNVK,338399469
7730-CLDSV,928328789
1135-HIORI,959899973
0164-APGRB,620866045
6481-ESCNL,619473349
1790-NESIO,781141232
1550-EENBN,671748366
5539-TMZLF,422354996
4323-SADQS,650718783
4446-BZKHU,410913692
5202-IVJNU,733689574
5976-JCJRH,380402317
8198-RKSZG,750669544
0137-OCGAB,887935649
3351-NQLDI,464387942
9297-EONCV,556715527
7593-JNWRU,227170074
4588-YBNIB,540007298
1069-QJOEE,256074879
3336-JORSO,187074360
7799-DSEWS,432105046
8766-PAFNE,555911336
5315-CKEQK,140990382
3130-ICDUP,884090385
0820-FNRNX,238187857
0880-FVFWF,871642648
4611-ANLQC,315696617
4213-HKBJO,933284597
2792-LSHWX,933020255
5028-GZLDO,380184109
0014-BMAQU,158569050
6861-XWTWQ,926069498
9018-PCIOK,435816042
4837-QUSFT,505245693
6877-TJMBR,669923767
9953-ZMKSM,313696436
0907-HQNTS,530300686
7665-NKLAV,917061792
6769-DCQLI,744955606
2433-KMEAS,884758749
4391-LNRXK,467368387
8250-ZNGGW,828745538
2195-ZRVAX,294960065
3550-SAHFP,178898836
2011-TRQYE,352888542
8562-GHPPI,153254409
5893-PYOLZ,293327735
4986-MXSFP,428813227
6131-FOYAS,317099412
3027-YNWZU,444445958
5609-IMCGG,551600202
4873-ILOLJ,150007815
4727-MCYZG,128767919
9481-WHGWY,951896817
2725-KXXWT,643641761
9565-DJPIB,708943720
4328-VUFWD,256053540
3301-LSLWQ,837676170
7473-ZBDSN,456599837
3166-PNEOF,169531070
5639-NTUPK,180623664
8780-YRMTT,524802983
8348-HFYIV,740540548
5140-FOMCQ,439132700
6242-SGYTS,566169235
8166-ORCHU,480552998
8414-OOEEL,314177087
8454-AATJP,366575469
6849-WLEYG,152725647
4659-NZRUF,876836727
4531-AUZNK,243466912
4191-XOVOM,880367391
2150-OEGBV,666096839
8429-XIBUM,683322200
1855-CFULU,473607089
4878-BUNFV,800026720
1872-EBWSC,924122952
2608-BHKFN,245255076
7026-YMSBE,404927277
7341-LXCAF,594444475
6997-UVGOX,286414883
9674-EHPPG,228126034
9462-MJUAW,499168233
8128-YVJRG,420021526
5440-VHLUL,269710082
5781-BKHOP,706374116
4283-FUTGF,692085773
5213-TWWJU,574649728
1569-TTNYJ,659101861
8628-MFKAX,568230549
2397-BRLOM,593097203
7629-WIXZF,774036507
5445-GLVOT,839558334
3976-HXHCE,286719210
2466-NEJOJ,913892933
0254-KCJGT,682723224
5472-CVMDX,694284590
6461-SZMCV,498316985
8150-QUDFX,286429766
9508-ILZDG,545506600
2346-DJQTB,820487089
1697-LYYYX,943346261
1942-OQFRW,207736707
4749-VFKVB,946102674
9640-ZSLDC,386094953
4231-LZUYM,838301135
7598-UAASY,921627792
7938-OUHIO,710527074
8510-AWCXC,179256405
6128-AQBMT,486137472
3594-BDSOA,270073505
0431-APWVY,316872093
5133-VRSAB,237327756
5996-DAOQL,435702068
6838-YAUVY,245012777
0484-JPBRU,499095897
7883-ROJOC,876973042
0244-LGNFY,417721385
7274-CGTOD,660349796
4295-YURET,238202810
3426-NIYYL,435068442
8225-BTJAU,861514016
4635-EJYPD,514584748
1866-ZSLJM,703565994
4636-TVXVG,352251746
4236-UJPWO,772483137
9392-XBGTD,964621418
3387-VATUS,652697315
6402-SSEJG,960319282
1143-NMNQJ,736510940
1169-SAOCL,476541210
1110-KYLGQ,275887010
9929-PLVPA,960707348
3518-PZXZQ,915846805
2371-JUNGC,774792407
7693-QPEFS,386041312
0924-BJCRC,482913216
5074-FBGHB,357624371
2351-BKRZW,791256784
4455-BFSPD,563634925
0415-MOSGF,135790036
1724-BQUHA,658471363
3948-KXDUF,210986601
2323-ARSVR,786303041
0815-MFZGM,565763608
4826-XTSOH,504773914
5480-XTFFL,825062668
8295-FHIVV,132175800
2495-INZWQ,909972639
9086-YJYXS,910505595
1179-INLAT,321619396
7909-FIOIY,656540369
4139-SUGLD,672124995
6857-VWJDT,587883328
6351-SCJKT,672341930
5468-BPMMO,551770613
5624-BQSSA,915754570
0197-PNKNK,189095928
2439-QKJUL,619927226
1194-SPVSP,978298467
9534-NSXEM,291357013
2408-WITXK,167259142
8929-KSWIH,219047747
2250-IVBWA,130001400
1810-MVMAI,903720982
9506-UXUSK,644136644
1229-RCALF,623006069
3572-UOLYZ,749194944
1429-UYJSV,674667472
5577-OTWWW,256692093
6100-QQHEB,393747206
6366-XIVKZ,159248658
3470-OBUET,309853885
2770-NSVDG,248322518
9375-MHRRS,126786776
2634-HCZGT,456651547
7503-QQRVF,863839847
4860-YZGZM,193343698
6599-GZWCM,229581156
2691-NZETQ,264915152
4404-HIBDJ,740113221
5533-NHFRF,269371870
7037-MTYVW,575484168
4760-THGOT,913476151
7295-JOMMD,193803517
4016-BJKTZ,125342959
6584-VQMYT,936760003
9838-BFCQT,123039340
2790-XUYMV,354525395
0581-MDMPW,846574861
5013-SBUIH,714011487
1023-BQXZE,406141238
9163-GHAYE,272619315
3904-UKFRE,519173645
5353-WILCI,334817358
0709-TVGUR,261497521
0058-EVZWM,791819316
6023-YEBUP,321013524
7209-JCUDS,911423274
7009-PCARS,597916689
0519-DRGTI,823513208
1017-FBQMM,264384919
3001-CBHLQ,697512329
1985-MBRYP,487023767
6158-DWPZT,315716691
9372-TXXPS,507354467
3259-QMXUN,696121718
1015-JPFYW,656709970
6645-MXQJT,584708300
4360-QRAVE,744486463
8433-WPJTV,262242247
5804-JMYIO,962651424
3763-GCZHZ,415542298
6484-LATFU,905085709
7599-NTMDP,293396994
0772-GYEQQ,378356075
0536-ACXIP,128848077
0936-NQLJU,327209228
4831-EOBFE,443526393
1575-KRZZE,604402282
3251-YMVWZ,213574573
4102-OQUPX,353488194
9170-GYZJC,535072010
4884-LEVMQ,396877977
8857-CUPFQ,165584538
7610-TVOPG,319075292
3638-DIMPH,269276173
1845-ZLLIG,393879919
8559-WNQZS,877570054
3999-QGRJH,495111885
1699-UOTXU,178839109
2454-RPBRZ,620395826
0635-WKOLD,209622433
5993-JSUWV,454914519
4518-FZBSX,727755960
5387-ASZNZ,299961358
6988-CJEYV,518814065
2002-MZHWP,197515401
3097-FQTVJ,595510750
5465-BUBFA,910434134
7299-GNVPL,757162218
9743-DQKQW,326914944
1215-VFYVK,301692365
9371-BITHB,843061401
2265-CYWIV,695384880
9093-FPDLG,264301713
0541-FITGH,712817873
6985-HAYWX,601753954
7508-KBIMB,839420250
6838-HVLXG,889326037
2277-DJJDL,824846650
1897-OKVMW,441727759
5485-ITNPC,686812574
0233-FTHAV,370459025
4644-PIZRT,282889635
8922-NPKBJ,507370986
2740-TVLFN,542618669
7771-CFQRQ,180852290
9512-PHSMG,675848733
6963-EZQEE,435031895
2452-KDRRH,182887321
2004-OCQXK,607344619
5027-QPKTE,562912405
4146-SVFUD,808778719
1564-HJUVY,266386355
3617-XLSGQ,550232692
7517-LDMPS,379825516
7244-KXYZN,686331099
5226-NOZFC,308107116
2672-HUYVI,142513965
1400-WIVLL,820650626
7508-MYBOG,550641394
8148-NLEGT,476491693
0148-DCDOS,642050510
8347-GDTMP,923888770
9992-RRAMN,561951813
6746-WAUWT,363941366
0310-MVLET,567402002
0428-IKYCP,703680251
4550-VBOFE,678601591
2187-PKZAY,423935218
4003-OCTMP,555589268
6652-YFFJO,664297799
7225-IILWY,794080380
5248-RPYWW,607467803
7923-IYJWY,276513875
3170-GWYKC,851566657
5696-QURRL,158845625
7409-KIUTL,157874797
9830-ECLEN,353218712
1732-VHUBQ,432371423
0495-RVCBF,722681375
2668-TZSPS,522324809
7854-EDSSA,197406226
8869-TORSS,450178126
7446-SFAOA,187289176
9522-ZSINC,321890223
8234-GSZYK,954908928
6505-OZNPG,238411123
6164-HAQTX,189551260
0679-IDSTG,713729472
7765-LWVVH,506662289
1658-TJVOA,535689266
0953-LGOVU,559550330
2115-BFTIW,666169349
4692-NNQRU,767413345
7742-MYPGI,538038224
0611-DFXKO,947039694
7780-OTDSO,822838423
9619-GSATL,847497306
5622-UEJFI,769557633
9747-DDZOS,230999346
0674-DGMAQ,627676824
6203-HBZPA,483257559
0484-FFVBJ,685904453
0301-FIDRB,972132074
4139-JPIAM,300915963
2181-TIDSV,486971036
2761-XECQW,319403617
1936-CZAKF,481001766
9453-PATOS,578461251
0564-JJHGS,360464862
3348-CFRNX,571742405
4402-FTBXC,729099942
1428-GTBJJ,121740701
2931-XIQBR,163927932
0106-UGRDO,642956732
5542-TBBWB,842827172
1930-QPBVZ,810614430
2606-PKWJB,815165093
5322-ZSMZY,495839618
8059-UDZFY,433176622
7740-BTPUX,872460469
5220-AGAAX,415835260
0208-BPQEJ,406127581
9435-JMLSX,797531501
3352-ALMCK,679674277
5312-IRCFR,908387296
5294-IMHHT,460391442
8802-UNOJF,832656781
6313-GIDIT,356069823
6176-YJWAS,539310134
5310-NOOVA,216321260
4526-EXKKN,241858268
5311-IHLEI,237939158
3987-KQDDU,940835932
3404-JNXAX,561311336
5131-PONJI,536939007
2845-AFFTX,226757931
3489-VSFRD,394115158
3345-JHUEO,704692379
5815-HGGHV,271104796
5260-UMPWX,276087470
2249-YPRNG,678746590
7410-YTJIK,140944355
4626-GYCZP,226296295
5649-RXQTV,734093320
2674-MIAHT,869799068
2576-HXMPA,352759359
7587-AOVVU,131843013
5590-BYNII,772191634
6898-MDLZW,865527558
3237-AJGEH,159558441
4707-YNOQA,224071162
9357-UJRUN,632478095
1591-NFNLQ,897164096
8648-PFRMP,706535104
7663-CUXZB,190251384
0258-NOKBL,401396353
1163-VIPRI,690126939
2815-CPTUL,335421443
9348-ROUAI,645604202
9443-JUBUO,888172852
0596-BQCEQ,429644966
1481-ZUWZA,573168266
3043-TYBNO,432219138
4830-FAXFM,373957266
5906-BFOZT,898135867
2960-NKRSO,749209638
8996-ZROXE,322801770
5598-IKHQQ,860359142
0397-ZXWQF,913853379
5266-PFRQK,593513682
4674-HGNUA,577947357
6765-MBQNU,274722174
9786-IJYDL,336787551
1303-SRDOK,536601048
3769-MHZNV,606326643
6295-OSINB,237547656
3308-MHOOC,482993402
2309-OSFEU,546242677
2207-QPJED,739289234
4177-JPDFU,502180781
2239-CFOUJ,568132096
8046-DNVTL,375560607
2209-XADXF,842901095
6620-JDYNW,731815385
1891-FZYSA,421318304
4770-UEZOX,655425478
1038-RQOST,475311034
7613-LLQFO,385254460
4568-TTZRT,453221262
9513-DXHDA,653581935
2640-PMGFL,435012165
3801-HMYNL,273683775
0516-QREYC,849345764
9685-WKZGT,216209533
6022-UGGSO,502524821
8084-OIVBS,404481207
8896-BQTTI,228847464
3865-QBWSJ,473174723
3352-RICWQ,542898604
2160-GPFXD,471320686
2065-MMKGR,859540636
5857-TYBCJ,319644857
1498-NHTLT,192366020
4484-CGXFK,705987263
1402-PTHGN,439742873
4176-RELJR,914213182
6214-EDAKZ,183071046
5199-FPUSP,712514583
6377-KSLXC,903179019
1796-JANOW,135341876
0238-WHBIQ,566334721
8735-NBLWT,375339465
6651-RLGGM,224264556
6127-ISGTU,164338595
1614-JBEBI,946029080
8740-XLHDR,539189807
1208-DNHLN,417784963
1761-AEZZR,680674477
3923-CSIHK,884212133
5696-EXCYS,166966408
5795-KTGUD,555882545
7120-RFMVS,934525442
7924-GJZFI,520852696
4702-HDRKD,594544094
8512-WIWYV,645124843
5897-ZYEKH,943672503
5456-ITGIC,776471254
7317-GGVPB,252838215
1406-PUQVY,123763468
1322-AGOQM,444067334
3677-IYRBF,912109991
5692-FPTAH,474463328
9114-AAFQH,128712615
8715-KKTFG,811067754
1550-LOAHA,472234604
1728-BQDMA,851943849
0268-QKIWO,768403630
0876-WDUUZ,961962318
5117-ZSMHQ,417209959
5151-HQRDG,687220143
0960-HUWBM,739682275
6465-GSRCL,534072059
0617-FHSGK,242060508
0263-FJTQO,414295413
7319-ZNRTR,158144161
2858-MOFSQ,544577682
7503-EPSZW,778837127
7089-XXAYG,949480591
8118-LSUEL,936074481
8070-AAWZP,356653469
1666-JXLKU,357319020
7855-DIWPO,474888598
5133-POWUA,242414093
5652-MSDEY,876496284
7005-CCBKV,243130541
1810-BOHSY,529314701
1784-BXEFA,640463458
7351-MHQVU,249173994
9224-VTYID,334679138
9500-IWPXQ,595385707
5762-TJXGK,462794877
4504-YOULA,453825004
5569-IDSEY,707888876
4250-FDVOU,608883813
7284-ZZLOH,388956987
5277-ZLOOR,770416348
2141-RRYGO,738366105
1777-JYQPJ,725836207
6376-GAHQE,332907258
3401-URHDA,580095177
1599-EAHXY,483571493
8631-XVRZL,435441309
5052-PNLOS,524960238
3853-LYGAM,656139409
6979-ZNSFF,232536255
5751-USDBL,384892978
5680-LQOGP,792615575
2386-LAHRK,532255178
8189-DUKMV,503045606
6032-IGALN,622716132
9931-DCEZH,444230864
1898-JSNDC,902801913
0315-LVCRK,870823856
3911-RSNHI,389114551
2410-CIYFZ,752909346
4248-HCETZ,126497416
5505-OVWQW,223901321
7271-AJDTL,227406355
1867-TJHTS,604950851
0516-WJVXC,519630504
9174-FKWZE,264032247
6860-YRJZP,781924964
4429-WYGFR,959621575
2817-LVCPP,310791190
5038-ETMLM,339997496
5056-FIMPT,129020999
4521-WFJAI,534516951
6569-KTMDU,500819235
8809-RIHDD,792573807
8809-XKHMD,396283533
0396-YCHWO,494525961
0867-LDTTC,266010665
4822-NGOCH,313768020
9391-DXGGG,303203975
9844-FELAJ,959445067
2122-SZZZD,437602054
5307-DZCVC,659352039
3148-AOIQT,859151655
8679-JOEVF,518769256
8395-ETZKQ,738789803
6692-YQHXC,850182802
3889-VWBID,358585791
5222-JCXZT,527986854
9754-CLVZW,462230800
1432-FPAXX,926090276
2739-CCZMB,248122072
7080-TNUWP,853018204
0496-AHOOK,195647568
8336-TAVKX,681691776
2468-SJFLM,776261343
3181-VTHOE,266155993
7168-HDQHG,555305092
4803-AXVYP,167158749
3884-HCSWG,472014526
4567-AKPIA,409331694
5077-DXTCG,493753961
1142-WACZW,610671092
7901-HXJVA,292250664
5649-ANRML,362040937
4892-VLANZ,513524015
5924-IFQTT,771601230
7968-QUXNS,507456036
2919-HBCJO,437687396
4236-XPXAV,189196159
8903-WMRNW,178372332
2452-SNHFZ,939572661
3629-WEAAM,726949005
6029-CSMJE,854716575
7993-NQLJE,650901365
9909-DFRJA,630866112
9099-FTUHS,147772519
0581-BXBUB,510216433
4962-CHQPW,872375399
9467-ROOLM,680643753
3030-YZADT,959223213
7410-KTVFV,871110349
5150-ITWWB,736079605
2253-KPMNB,362348344
1345-ZUKID,182618976
6429-SHBCB,365484568
9281-OFDMF,375575059
2603-HVKCG,667626086
1834-WULEG,509109289
9097-ZUBYC,520147615
5148-ORICT,767932749
4893-GYUJU,411607961
4578-PHJYZ,434247211
7272-QDCKA,549894699
8908-SLFCJ,643918198
8393-DLHGA,430093634
9766-HGEDE,901671354
6968-MHOMU,371921722
7395-IGJOS,520894175
5044-XDPYX,298339078
1814-WFGVS,978968688
2834-SPCJV,909135344
3721-WKIIL,641018063
6734-CKRSM,793712103
1265-ZFOSD,375118732
6568-POCUI,454708377
7890-VYYWG,871919038
5197-LQXXH,770020521
9907-SWKKF,744971410
3457-PQBYH,868769050
7682-AZNDK,757774783
0587-DMGBH,765569031
5384-ZTTWP,263536910
3745-HRPHI,627054503
7636-OWBPG,741882012
1231-YNDEK,721323797
1407-DIGZV,168853539
6397-JNZZG,342136407
0570-BFQHT,972743876
4393-OBCRR,929606412
3523-QRQLL,499327308
8564-LDKFL,819743997
3696-DFHHB,674575021
0895-DQHEW,892788553
4717-GHADL,194022821
5501-TVMGM,383794208
5879-HMFFH,126087346
6772-WFQRD,469701932
3810-DVDQQ,139469637
6972-SNKKW,457125877
3694-GLTJM,924450167
8550-XSXUQ,749024129
8149-RSOUN,466233242
9055-MOJJJ,973531701
4359-INNWN,364575162
0585-EGDDA,298314871
4032-RMHCI,272783134
